Latitude,proportion
302351N,0.0001163399453202257
003197N,0.0001163399453202257
385051N,0.0001163399453202257
363212N,0.0001163399453202257
285036N,0.0001163399453202257
029594N,0.0001163399453202257
442852N,0.0001163399453202257
404834N,0.0001163399453202257
413030N,0.0001163399453202257
34.173056,0.0001163399453202257
43.105,0.0001163399453202257
44.045277,0.0001163399453202257
035810N,0.0001163399453202257
602831N,0.0001163399453202257
445255N,0.0001163399453202257
475425N,0.0001163399453202257
441515N,0.0001163399453202257
302347N,0.0001163399453202257
036728N,0.0001163399453202257
39.078334,0.0001163399453202257
34.75,0.0001163399453202257
38.315278,0.0001163399453202257
364649N,0.0001163399453202257
403734N,0.0001163399453202257
036569N,0.0001163399453202257
384316N,0.0001163399453202257
47.863889,0.0001163399453202257
355239N,0.0001163399453202257
331313N,0.0001163399453202257
34.15,0.0001163399453202257
263848N,0.0001163399453202257
002801N,0.0001163399453202257
284637N,0.0001163399453202257
402321N,0.0001163399453202257
385634N,0.0001163399453202257
335630N,0.0001163399453202257
004300N,0.0001163399453202257
037384N,0.0001163399453202257
32.897777,0.0001163399453202257
331724N,0.0001163399453202257
29.078056,0.0001163399453202257
401948N,0.0001163399453202257
44.880556,0.0001163399453202257
455541N,0.0001163399453202257
33.75,0.0001163399453202257
453710N,0.0001163399453202257
39.666667,0.0001163399453202257
035220N,0.0001163399453202257
003300N,0.0001163399453202257
303643N,0.0001163399453202257
021194N,0.0001163399453202257
374018N,0.0001163399453202257
282546N,0.0001163399453202257
481758N,0.0001163399453202257
037825N,0.0001163399453202257
482955N,0.0001163399453202257
211826N,0.0001163399453202257
413736N,0.0001163399453202257
40.186944,0.0001163399453202257
275838N,0.0001163399453202257
355549N,0.0001163399453202257
465131N,0.0001163399453202257
041231N,0.0001163399453202257
004000N,0.0001163399453202257
040952N,0.0001163399453202257
004600N,0.0001163399453202257
385717N,0.0001163399453202257
27.395277,0.0001163399453202257
401623N,0.0001163399453202257
036190N,0.0001163399453202257
354554N,0.0001163399453202257
454616N,0.0001163399453202257
292755N,0.0001163399453202257
035541N,0.0001163399453202257
344540N,0.0001163399453202257
041011N,0.0001163399453202257
332324N,0.0001163399453202257
040720N,0.0001163399453202257
295913N,8.725495899016927e-05
29.166667,8.725495899016927e-05
34,8.725495899016927e-05
48.483889,8.725495899016927e-05
35.145277,8.725495899016927e-05
455658N,8.725495899016927e-05
33.576111,8.725495899016927e-05
343956N,8.725495899016927e-05
34.518334,8.725495899016927e-05
41.968611,8.725495899016927e-05
61.75,8.725495899016927e-05
42.328056,8.725495899016927e-05
38.784166,8.725495899016927e-05
35.073056,8.725495899016927e-05
352910N,8.725495899016927e-05
611113N,8.725495899016927e-05
37.044166,8.725495899016927e-05
38.883333,8.725495899016927e-05
39.916945,8.725495899016927e-05
413514N,8.725495899016927e-05
040949N,8.725495899016927e-05
045253N,8.725495899016927e-05
41.331389,8.725495899016927e-05
472857N,8.725495899016927e-05
35.157222,8.725495899016927e-05
039222N,8.725495899016927e-05
43.7225,8.725495899016927e-05
355213N,8.725495899016927e-05
47.103889,8.725495899016927e-05
40.354444,8.725495899016927e-05
37.953889,8.725495899016927e-05
043596N,8.725495899016927e-05
002900N,8.725495899016927e-05
037119N,8.725495899016927e-05
034430N,8.725495899016927e-05
34.73,8.725495899016927e-05
34.272778,8.725495899016927e-05
37.081667,8.725495899016927e-05
034444N,8.725495899016927e-05
39.000556,8.725495899016927e-05
395219N,8.725495899016927e-05
035367N,8.725495899016927e-05
41.884722,8.725495899016927e-05
253331N,8.725495899016927e-05
30.061944,8.725495899016927e-05
39.935277,8.725495899016927e-05
040455N,8.725495899016927e-05
33.356944,8.725495899016927e-05
331845N,8.725495899016927e-05
43.514444,8.725495899016927e-05
41.938889,8.725495899016927e-05
33.974445,8.725495899016927e-05
38.508889,8.725495899016927e-05
39.99,8.725495899016927e-05
62.323056,8.725495899016927e-05
38.805,8.725495899016927e-05
401642N,8.725495899016927e-05
40.875,8.725495899016927e-05
041597N,8.725495899016927e-05
345326N,8.725495899016927e-05
38.929723,8.725495899016927e-05
033258N,8.725495899016927e-05
