latitude,longitude
004600N,0009600W
038242N,0931957W
412336N,0703650W
471724N,1013451W
004285N,0875330W
046155N,0114732W
036226N,0841822W
294629N,0954319W
033569N,0812551W
283246N,0811956W
401116N,0771010W
047227N,1073938W
294136N,0813025W
029544N,0811845W
353559N,0922725W
395418N,0105651W
414314N,0855845W
451836N,0924124W
411739N,0863721W
443217N,1152128W
324857N,0117822W
026447N,0008134W
064449N,1202346E
035145N,0081159W
,
,
373921N,0122725W
483323N,0000252E
365336N,1212437W
634612N,0201859E
414439N,0721049W
343956N,1202727W
044585N,1144358W
355648N,0112912W
362345N,0853829W
445315N,1225219W
452010N,0006933W
292548N,0813615W
,
405230N,0741650W
041144N,0954447W
382020N,0075342W
061371N,1491918W
,
,
,
,
042482N,1115913W
,
452039N,1114338W
411843N,1054030W
042327N,1182722W
040510N,0775051W
035315N,0852546W
364957N,0114326W
403135N,1114953W
381852N,0075740W
284638N,0081146W
041197N,0815738W
413736N,0073533W
393443N,0104514W
043594N,0883324W
383528N,0092922W
464959N,0955338W
037448N,1131836W
452115N,0117380W
044532N,1154227W
059289N,1512921W
614116N,0151243W
453710N,0121106W
361342N,0121717W
422027N,0953217W
322246N,0945139W
037200N,0091580W
374023N,1212617W
,
174446S,0625520W
039552N,1213411W
004836N,0122485W
433340N,0116136W
047247N,0001179E
334118N,0112457W
039525N,1194237W
030209N,0985022W
335957N,0963831W
043293N,0084294W
454912N,0122330W
042758N,1214311W
341235N,1182924W
444013N,0121919W
032810N,0841140W
038450N,0902229W
030128N,0924630W
,
345727N,0009096W
043823N,0892026W
042511N,0010356W
040102N,0974253W
,
363157N,0865527W
365852N,0077011W
313618N,0844930W
032125N,1014119W
036332N,0853140W
,
,
473334N,1215149W
622839N,1533111W
431951N,0095124E
374626N,1222553W
039106N,0077958W
435929N,0883336W
362652N,0884321W
333936N,0971140W
434620N,0845646W
434629N,0098219W
435717N,0883951W
314826N,1062235W
413351N,0096827W
372423N,0773129W
,
341249N,0119540W
051410N,0001437E
413550N,0742730W
056618N,0046849E
023144S,0464126W
433325N,0905319W
435328N,0060120W
402654N,1093025W
044717N,1231226W
384327N,1204512W
035154N,0851217W
374437N,0923048W
039281N,0007713W
473857N,0993745W
474636N,1152834W
046424N,0923013W
462830N,1083236W
385637N,1043413W
303053N,0875219W
038329N,0835846W
474124N,0041419E
345619N,0821338W
224143S,0292243E
038828N,1223321W
285425S,1362028E
385831N,0089833W
464157N,0892822W
432415N,0835848W
415615N,0962823W
435112N,1133046W
030228N,0813117W
422833N,0078814W
384316N,0773054W
034222N,0942526W
345554N,0112313W
405616N,0097308W
374327N,1221242W
007740N,0073115W
253851N,0080260W
182813N,0006660W
061213N,0149243W
384855N,0784615W
048269N,1054539W
414659N,0874442W
,
,
282436N,0099441W
514739N,0025938W
341250N,0119415W
035256S,1495418E
045316N,0102284W
375748N,0784035W
,
255953N,0801416W
,
254353N,0794122W
373655N,1222324W
425052N,0009271W
282512N,0811757W
401021N,0075448W
372025N,1081721W
372326S,0722527W
,
044133N,0117142W
381724N,1042953W
,
412239N,0795138W
040129N,0822743W
351731N,0985811W
042390N,1221930W
040398N,0752626W
395547N,0084122W
047257N,0914443W
411227N,0077139W
046928N,1155511W
381529N,1212230W
381838N,0075726W
335829N,1173811W
655428N,1615535W
611044N,1495730W
305811N,0871223W
,
,
033302N,0102034W
603522N,0152927W
361625N,0813440W
033170N,1113425W
048823N,0122927W
,
375340N,1211419W
331854N,1113929W
471358N,0012393W
295334N,0975147W
032428N,0116522W
036222N,0821054W
030132N,0090148W
412454N,0096633W
038254N,0078286W
482819N,0077252W
394126N,0753818W
033280N,0105326W
205811N,0156409W
291048N,0081329W
332946N,0861318W
029491N,0891635W
041420N,0734345W
042338N,0233728E
464022N,0118812W
433458N,0905452W
,
361043N,1065741W
444228N,0100342W
066340N,0016210E
003564N,0755757W
631946N,0142577W
047379N,0117327W
,
,
611117N,1423658W
641648N,0148636W
262250N,0098491W
375136N,0076535W
,
,
044725N,0123128W
372128N,1223044W
384334N,0992028W
,
423729N,0835824W
048939N,0122933W
003800N,0010700W
483630N,1224258W
,
405552N,0793944W
392950N,0121370W
374122N,0121498W
471233N,0933036W
612936N,1515423W
033443N,0117115W
354443N,0821718W
444136N,0692252W
275844N,0823142W
281146N,0812137W
285625N,0008238W
,
,
294324N,0984140W
163325S,0179377E
283750N,0814816W
027158N,0080641W
032835N,1013513W
303237N,0873321W
474137N,0124642E
342524N,1195012W
312415N,0971252W
040438N,0114150W
344348N,0011227W
344428N,0118137W
035551N,0097589W
402419N,0861434W
035323N,0973849W
405013N,0076339W
047745N,0122321W
,
393925N,1195127W
,
,
423947N,0893147W
472239N,0009197E
,
004600N,0000800E
,
605630N,1515740W
441057N,0122442W
,
361225N,0115122W
423036N,1232317W
324934N,1165821W
029153N,1072413W
471633N,0114727W
033213N,0098499W
039451N,1045959W
621917N,0150534W
415828N,0875424W
395142N,1044023W
343917N,0112259W
003554N,0106391W
324138N,1094125W
364845N,0121119W
025533N,0773017W
362335N,1051713W
028610N,0803843W
041205N,0701758W
355115N,0784528W
040123N,0119528W
294221N,0098236W
313832N,0843516W
282825N,0822720W
252257N,0090733W
332219N,0815818W
334459N,0854324W
453342N,0982737W
035332N,0842228W
,
,
325725N,0321814E
,
039821N,1121630W
032446N,1014436W
134359N,0891623W
272221N,0098380W
036849N,1152254W
034364N,0783444W
047413N,1222216W
,
332514N,1124110W
284227N,0813455W
323038N,0087235W
391511N,0775740W
043233N,0941913W
034930N,1114354W
424640N,1125342W
432341N,0117249W
255447N,0801656W
028482N,0814340W
029449N,0081248W
425853N,0077567W
,
004570N,0925946W
493224N,0322436E
333427N,0117743W
034533N,0118152W
046156N,0116587W
302414N,0952614W
303422N,0972635W
455154N,0843814W
424525N,0083214W
472343N,1213211W
645333N,0148228W
611346N,0151469W
039165N,1085151W
433432N,1163114W
,
343222N,0873151W
295430N,0096570W
046198N,0871655W
018840N,0096817W
030227N,0874116W
062582N,1504456W
393024N,1071834W
323439N,0096433W
264910N,0107412W
035350N,0893514W
373043N,1221458W
405254N,0843839W
382210N,0081367W
373330S,1493114E
041055N,1113451W
423112N,0105112W
425558N,0071269W
355549N,0095016W
424434N,0943850W
322750N,0965515W
454026N,1213232W
285642N,0081529W
029383N,0974842W
041148N,1041447W
355817N,0011582W
244357N,0081412W
034240N,1005314W
381948N,0075131W
039222N,1225428W
043222N,1004820W
059747N,1613410W
432420N,0086208W
321312N,0915212W
413018N,0863056W
614023N,1483249W
635319N,1604757W
302130N,0854744W
325926N,0111552W
472243N,1033523W
,
204750N,1025837W
255954N,0801427W
262243N,0080630W
335148N,0875043W
413547N,0083472W
384821N,0104423W
611836N,1483448W
275140N,0078847E
034726N,1175355W
295733N,0812023W
045847N,1181736W
334340N,0117150W
334118N,0112457W
037409N,0098726W
035124N,0090314W
060588N,0149710W
385642N,0764624W
321636N,0096024W
006438S,0551757W
435557N,0103351W
182015N,0064582W
355429N,0115266W
018160S,0485359W
251112S,0064453W
,
295041N,0082251W
363155N,0093122W
,
434332N,0116521W
331611N,1114851W
035732N,1035021W
322414N,1111311W
405528N,0008512W
030431N,0934143W
,
,
363956N,0761914W
361333N,0090212W
343615N,0982344W
039405N,1195235W
263412S,0027112E
028521N,0089188W
271457N,0811640W
,
,
063574N,1444018W
,
612119N,1482434W
036160N,0095471W
,
033141N,0814716W
003952N,0764544W
475841N,0000516E
612458N,1493030W
,
,
039403N,1195221W
,
002690N,0814643W
263836N,0814237W
643140N,1502524W
395556N,0832814W
403412N,0751048W
342817N,0975735W
032020N,0883646W
394929N,1192115W
445841N,0116172W
041479N,0087459W
334812N,1182023W
424149N,0713256W
302041N,0952419W
066535N,1623553W
061565N,1633951W
345055N,1114718W
275553N,0082236W
302127S,0152373E
691311N,1464727W
361154N,0955317W
,
041836N,0085910W
323439N,0096433W
354715N,0942118W
452812N,1222812W
373353N,0971029W
295733N,0812023W
061469N,0151354W
,
,
403144N,0743524W
331227N,0971152W
,
295733N,0812023W
373546N,0932053W
342946N,0803155W
454046N,0094159E
404711N,0994642W
040222N,1051334W
605844N,1515332W
402444N,0865613W
002801N,0082948W
424855N,1084343W
034530N,0845320W
405932N,0076286W
432338N,0704229W
044324N,0723650W
029128N,0812039W
355435N,1053352W
039541N,0122552W
332739N,1114342W
373733N,1205716W
312846N,0922740W
332636N,0883032W
042190N,0008330E
335547N,0078448W
333632N,0073614E
,
415554N,0724132W
059430N,0018410E
424649N,0843622W
303422N,0972635W
,
401034N,0764337W
027426N,0814710W
027428N,0081468W
353655N,0795256W
295614N,0921911W
402830N,0086348W
255958N,0080286W
372141N,0009141W
322651N,0984058W
003246N,0981931W
,
,
322548N,1112324W
385714N,1105947W
033742N,1171648W
333748N,0117186W
042451N,1164029W
325355N,0080226W
,
000061N,0353716E
141040N,0121112E
565619N,1541057W
043158N,0088145W
341249N,0119540W
026321N,0814533W
,
351148N,0892347W
004272N,0076556W
,
293719N,0981638W
,
393520N,0841329W
004813N,1222616W
047469N,0116497W
039544N,0080750W
312356N,0008305W
392957N,1184456W
,
351430N,0106464W
035127N,0008191W
382140N,0762419W
003417N,0085847W
444025N,1112528W
243322N,0814536W
333949N,1014914W
003344N,0096355W
302012N,0954046W
325912N,0973711W
374133N,0973237W
032438N,0985330W
385634N,1043412W
403322N,1205021W
381340N,0853953W
433734N,0721815W
312836N,0825138W
351618N,0791516W
,
061271N,0148410W
040748N,1195436W
505936N,0024743E
375344N,1211534W
040206N,1195429W
029275N,0095189W
003710N,0110122W
442522N,0087569W
535354N,1663239W
313917N,1061812W
361153N,0121637W
363036N,1142233W
355747N,0835236W
035857N,0802144W
404436N,0007616W
364839N,1113840W
403525N,0741839W
311418N,0922616W
,
335125N,0841726W
043300N,0116180W
,
030045N,0814648W
037612N,0088492W
029830N,0821139W
294630N,0975840W
325917N,0115289W
030348N,0882238W
033280N,0082222W
032134N,1022417W
042144N,0085336W
271034N,0801245W
445434N,0012309W
003523N,0821756W
040230N,0076127W
003710N,0110122W
211847N,1575531W
034238N,0851038W
401712N,0763437W
027591N,0821632W
041231N,0723021W
254749N,0802028W
413716N,0705618W
037825N,1131822W
471437N,1215528W
,
,
392836N,0084538W
282421N,0815016W
034635N,1174011W
,
,
033451N,0842326W
322113N,0952411W
,
033533N,0812254W
395432N,0010572W
331337N,0841630W
040267N,0752255W
036441N,0934518W
030448N,0953336W
404724N,1115848W
481043N,1141813W
413458N,0873232W
059644N,1613453W
295629N,0081194W
039216N,0914332W
040210N,0862856W
002604N,0801427W
037354N,1052749W
195417S,0435835W
031412N,0831615W
365313N,0101618E
395515N,0741746W
322834N,1112016W
401014N,1113842W
332115N,0117153W
395432N,0010572W
484826N,1171731W
374146N,1214911W
402844N,0111262W
041114N,0112054W
019154N,0101723W
038415N,0831442W
,
039568N,0831411W
,
,
385850N,0765520W
002742N,0822625W
035843N,1064743W
003218S,0060326W
,
,
029540N,0097519W
,
042116N,0115839E
352249N,0784356W
411042N,0785355W
,
095757S,0054536W
039518N,0762911W
334251N,0964028W
443116N,0683828W
415458N,0724637W
433831N,0116389W
271538N,0805051W
303815N,0865937W
394721N,1235816W
,
,
,
,
,
,
322923N,0952855W
038411N,1024119W
323155N,0934413W
041584N,1143846W
033417N,0115162W
033539N,0945741W
343416N,0117408W
452625N,0935814W
060310N,0149300W
039405N,1195235W
036240N,1151051W
374949N,1213734W
603015N,0015095W
434556N,0992014W
029333N,0982959W
032460N,0824836W
362248N,0885924W
017519S,0050578W
273845N,0802540W
,
441652N,0763624W
070124N,0002520E
424110N,0841847W
,
422434N,0083037W
343846N,0891819W
395243N,1115126W
,
,
385010N,0951055W
335633N,1182429W
,
453742N,1222354W
032547N,1094712W
411141N,0096645W
,
,
294842N,0982534W
,
036593N,0915720W
285536N,0894019W
028519N,0096557W
425551N,0721639W
294950N,0951722W
,
,
181427N,0654149W
041846N,0080105W
381351N,0853928W
402859N,1115626W
033411N,0112637W
475239N,0004641W
033847N,0117201W
342846N,1115921W
292240N,0982835W
032191N,1064629W
383922N,0784231W
433448N,1163112W
344419N,1181259W
017513S,0145265E
,
335858N,0083402W
361930N,1192356W
,
031627N,0924259W
433838N,1163813W
395220N,0751426W
,
028223N,0974747W
332338N,0885110W
245233S,0532837W
351054N,0089614W
,
375450N,0077828W
038545N,0873226W
332350N,1122354W
423947N,0007314W
029396N,0821927W
181238N,0067933W
042143N,0705023W
401647N,0083653W
312032N,0922637W
034290N,1141924W
033169N,1114840W
391533N,0844628W
454150N,0092578W
,
415137N,1033935W
035240N,0803725W
423534N,0761254W
312151N,0851845W
,
,
034048N,0118278W
022942N,1593735W
415828N,0875326W
301034N,0092027W
465457N,0114522W
385817N,0765335W
274643N,0974127W
423456N,0110632W
322156N,0973842W
,
291438N,0951959W
392953N,0961030W
007615N,0731125W
385046N,0944410W
344826N,0096401W
404247N,0732443W
003556N,0775343W
064401N,0014880W
039743N,1234257W
352530N,0823155W
342157N,0118309W
,
031391N,0983915W
341622N,0865129W
404758N,0742454W
352314N,0082633W
,
103153N,0665325W
324834N,0117813W
038631S,0574417W
332940N,0833833W
182613N,0066018W
232442S,0464214W
038430N,0835846W
381744N,1204315W
034810N,1155640W
003458N,0011826W
,
,
394458N,0010503W
,
211814N,0158427W
315745N,0843139W
281518N,0814731W
471727N,0124934E
292755N,0811228W
363956N,0761914W
401340N,0077113W
404637N,0735226W
463625N,1115859W
037134S,0722614W
003965N,0942839W
461357N,1082156W
644842N,1475211W
292624N,0983448W
,
,
354428N,1392048E
424658N,0071311W
,
,
471535N,0081720E
284834N,0082359W
335524N,1182015W
029184N,0081650W
394127N,0835934W
274554N,0823737W
293919N,0081376W
411142N,0112044W
283721N,0080507W
385545N,0902551W
,
041810N,0842630W
535356N,1663242W
391436N,0007790W
273054N,0815250W
253230N,0080329W
363823N,0763124W
315420N,0095512W
341235N,1182924W
,
,
454836N,1095848W
331825N,1112425W
435232N,1212712W
335346N,0117368W
301731N,0841330W
036210N,1151124W
382225N,1215724W
422722N,0915643W
,
003601S,0149233E
385734N,0121357W
,
303643N,0812740W
034932N,1112938W
295738N,0090447W
030925N,0082409W
331724N,0843227W
332524N,1122231W
182725N,0066533W
243939N,0812658W
034638N,1184015W
,
335520S,0022632E
,
392335N,0080256W
343910N,1122516W
285713N,0984553W
462956N,0065443E
324814N,1113520W
,
481356N,1011736W
162056S,0534528W
135549N,0904346W
039162N,1064837W
394545N,0893420W
003349N,0096355W
335646S,1511038E
,
032335N,0101359W
061323N,1494940W
028523N,0823427W
402744N,1085512W
382551N,0010575W
,
,
355236N,0975711W
263514N,0815143W
002699N,0814632W
,
,
038150N,1202452W
060216N,0163123W
342558N,0119505W
332740N,1114326W
335814N,1181422W
321852N,0922626W
404924N,0124830W
038450N,0902136W
352919N,0825919W
391033N,0076408W
342743N,0844523W
322950N,0975141W
038330N,0078824W
352013N,0942155W
,
612437N,0148512W
332418N,1182457W
,
040208N,1034815W
,
613126N,0166841W
425558N,0071269W
,
,
335630N,1182431W
055329N,0013212E
272723N,0812033W
041409N,0701649W
483540N,0072148W
444951N,0003440E
,
275715N,0814617W
,
395552N,0105712W
032430N,0097320W
295855N,1042313W
385954N,0119458W
034754N,1155645W
004379N,0774019W
029184N,0081650W
282729N,0991312W
004499N,0074441W
345337N,0785037W
442247N,0098137W
041011N,0814523W
332752N,0882257W
375034N,0097215W
043739N,0854045W
365657S,1451221E
384144N,1213527W
003380N,0115420W
003233N,0993412W
064456N,0161364W
291054N,0081316W
040224N,1051348W
028050N,0822043W
063256N,1504614W
434539N,1253042W
355748N,0083526W
039253N,0772227W
383926N,0090394W
451153N,0933910W
038150N,1202452W
213437N,0158122W
405953N,0854932W
415613N,0085248W
046533N,0096212W
033280N,0082222W
,
424615N,0013844W
,
,
,
335212N,0913137W
,
205349N,1562559W
401112N,0074728W
334811N,1182017W
151131N,0922118W
255057N,0812326W
305545N,0921045W
029383N,0974842W
,
044944N,1121314W
,
,
028050N,0822043W
424535N,1142218W
322512N,0954912W
291019N,0821327W
353320N,0871051W
033327N,0893515W
444350N,1175020W
037757N,0009252W
401747N,0781912W
343429N,1193631W
026957N,0971949W
394043N,0753624W
344450N,0862739W
040939N,0089254W
335124N,0832911W
465721N,0933551W
384536N,0852753W
,
391533N,0844628W
343857N,1052657W
391638N,0922127W
035250N,0008093W
384521N,1094514W
453753N,0892855W
042290N,0114295W
335528S,1505918E
343838N,1145649W
263318N,0008059W
295936N,0901533W
192619N,0015500W
381312N,0122270W
302433N,0862853W
372147N,1215543W
325553N,0831014W
033170N,0843220W
,
061325N,1494756W
391246N,0090552W
603221N,1504722W
391554N,0108571W
405654N,0871044W
,
422549N,0714751W
381838N,0075726W
124948S,1432125E
414143N,0093347W
524119N,0085448W
061325N,1494845W
341950N,1183135W
423447N,0705536W
032832N,1111028W
333722N,1115438W
031442N,0893528W
265827N,1094841W
424749N,1094838W
,
383224N,0992736W
263535N,0008056W
335352N,0078573W
,
452110N,1222027W
,
033419N,0833854W
044340N,0881142W
395432N,0010572W
,
,
205323N,0156269W
355650N,1145153W
391739N,0084628W
,
035224N,0101558W
036448N,0011598W
047555N,1221716W
044401N,0831919W
324229N,0080056W
004050N,0007505W
305618N,0914735W
,
602831N,0151157W
,
,
,
,
,
,
,
,
034251N,0007723W
032238S,0644357W
252748N,0100351E
331614S,0070392E
595254N,0163108W
322653N,0965450W
033129N,0964437W
324543N,0963056W
345056N,1114717W
143022N,0121120E
613727N,1493855W
,
019955N,1025029W
037825N,1131822W
644854N,1475123W
292755N,0811228W
002604N,0801427W
413936N,0944549W
422738N,0071314W
411155N,0096653W
342048N,0119339W
004628N,0084254W
401914N,1033126W
029304N,0975943W
035484N,0811810W
454943N,0122382W
334454N,1161629W
333848N,0991534W
505543N,0104237E
453232N,0122573W
255426N,0801659W
282441N,0081507W
613223N,0014784W
332610N,0955057W
244310N,0081331W
,
353415N,0083356W
593844N,1512835W
032536N,0794633W
404934N,0954013W
324856N,0973235W
061217N,1493256W
,
461751N,1181737W
263512N,0815148W
036415N,1053332W
048426N,1144040W
391239N,0842736W
040517N,0923240W
385717N,0121454W
464623N,1202626W
335331N,0117365W
362153N,0097404W
374523N,1204744W
045491N,1083521W
282030N,0080418W
033310N,0974623W
040610N,0104424W
361751N,0771015W
,
,
032935N,0812354W
042423N,0785453W
029197N,0096249W
303522N,0922540W
252240S,0153140E
030656N,0064417E
422725N,0915652W
,
433824N,1163824W
324542N,0963155W
335655N,0831933W
325552N,0972442W
332310N,1114821W
040577N,1082025W
,
040322N,1142450W
405150N,1115539W
385152N,0104467W
034638N,1174055W
445523N,0724514W
405734N,0072156W
394150N,0762334W
302237N,0088927W
261150N,0801015W
029524N,0981633W
345045N,0863328W
381146N,1211456W
451744N,0931025W
029320N,0805656W
040949N,0105944W
033375N,1165156W
365025N,1195210W
292624N,0097336W
295650N,0952345W
392432N,0895925W
038478N,0108343W
048339N,0003512E
365752N,0862511W
026446N,0008134W
254019S,0281254E
655428N,1615535W
,
037210N,1101348W
425414S,0007189W
335655N,0831933W
001545N,0904817E
611257N,1495031W
293130N,0972744W
334545N,0117137W
323146N,0097199W
455658N,0942049W
153125S,0055915W
035335S,0044298W
245258S,0534526W
294324N,0984140W
355151N,0953920W
293125N,0982810W
404941N,0725156W
332233N,0841750W
037507N,1213753W
402912N,1112519W
331747N,0445520E
281325N,0822313W
,
035338N,0863350W
375933N,0785853W
255935N,0801740W
033418N,0112356W
414730N,0111516W
042105N,0734846W
032155N,1104220W
070447N,1534416W
343317N,0086723W
312128N,1002947W
362739N,0825236W
362940N,0871919W
352030N,0792613W
412842N,0007387W
033371N,1144222W
424118N,0881728W
454025N,1215326W
623032N,1535352W
615758N,1511143W
047537N,0109122W
040274N,0904727W
332514N,1124110W
354837N,0835926W
048939N,0122932W
041358N,0861121W
394215N,0089432W
,
385735N,0942226W
,
,
613713N,1485850W
293845N,0951637W
441256N,0841117W
045927N,0093718W
105457N,0635754W
345335N,1202717W
314923N,0094917W
335256N,0086422W
,
343415N,1171945W
003650N,0894945W
,
039372N,1221133W
305550N,0921045W
433947N,0841541W
293359N,0903938W
441523N,0883112W
304044N,0974048W
364157N,0078540W
444424N,0105570W
374641N,0089157W
425616N,0085322W
004372N,1231837W
040114N,0081328W
374857N,0855753W
,
371337N,0893353W
415731N,0122948E
,
332324N,0841952W
354737N,0885243W
613454N,1593235W
352614N,0084246W
312629N,0853818W
033176N,0117048W
312054N,0092264W
252245N,1081052E
362055N,0923325W
323950N,0097539W
391430N,0895456W
402920N,1112510W
026054N,0082645W
394739N,0104332W
043154N,0781024W
060320N,0150466W
611133N,1483950W
067222N,1584946W
612443N,1503549W
635422N,1601516W
621124N,1445233W
433920N,0095350W
391758N,1221120W
182732N,0066531W
404942N,0115477W
381835N,0012222W
275938N,0974914W
333148N,0112180W
415838N,0875429W
060567N,0151580W
465514N,0964857W
068525N,1453558W
036339N,0078471W
,
047819N,1044826W
361237N,1151144W
,
002900N,0805656W
032188N,0973212W
,
054538N,0023519E
274620N,0097309W
046345N,1203239W
464331N,0092253W
385523N,1212815W
431420N,1164548W
455717N,1122951W
034353N,0117448W
413541N,0742723W
345843N,0894713W
332253N,0831944W
441631N,0085258W
383219N,0852857W
424217N,1085257W
433453N,0964437W
383910N,1225355W
323450N,0964314W
324950N,1153421W
395257N,0095316W
322046N,0971155W
412254N,0873955W
003082N,0932240W
393650N,0784525W
421445N,0845928W
344228N,0095426W
042318N,0088131W
615621N,1491716W
325027N,1093723W
611112N,1495755W
421455N,0782155W
375713N,0122314W
463254N,0934036W
412445N,0078309W
003306N,1115250W
321937N,0087326W
342538N,1195024W
332324N,0841952W
462717N,1163127W
472918N,1221244W
046465N,1005340W
422050N,0073388W
424430N,0714227W
304051N,0095041W
461838N,1235921W
352448N,0893911W
292120N,0822819W
455717N,1122951W
035842N,0945458W
003165N,0873220W
644946N,1474946W
325916N,0111555W
292034N,0098515W
454242N,0005542E
392118N,0831513W
475357N,0091513W
,
402220N,0833042W
342536N,0103439W
291126N,0961457W
341224N,0915226W
003075N,0825449W
255910S,0028811E
352641N,0775530W
473521N,1165437W
393826N,1065435W
264059N,0080544W
,
392212N,0091139W
405735N,0874538W
395830N,0813439W
395357N,0823310W
303914N,1014715W
039346N,0761211W
345956N,0803839W
385949N,1194518W
351515N,0813130W
362425N,0082116W
474630N,1165344W
002604N,0801427W
442815N,0007396W
414953N,0955532W
003677N,1151952W
464958N,0123529W
355352S,0150840E
,
,
004592N,1145958W
301436N,0985433W
034634N,1174142W
033951N,0095851W
452555N,1164134W
404645N,1115345W
045843N,0931243W
261549N,0008060W
,
411859N,1115052W
362315N,0098523W
443522N,0092296W
413645N,0903518W
394456N,0010504W
311115N,0942027W
322556N,0834727W
004106N,0073456E
561838N,0158328W
375852N,1143617W
262822N,0803325W
414635N,0832649W
382512N,0121036W
402321N,0751729W
451140N,0123810W
058829N,1342238W
004469N,1211152W
413736N,0801253W
422539N,0731727W
029536N,0082152W
363954N,0761916W
461823N,0941035W
,
303331N,0974216W
433144N,0895859W
033946N,0974927W
003160N,0921328W
285212N,0823412W
623311N,1532255W
443810N,0732531W
402957N,1113929W
283059N,0804757W
332438N,0963414W
282643N,0962628W
041316N,0934057W
324857N,0117822W
345150N,1114731W
335835N,0117385W
472733N,0923226W
047319N,1164935W
044936N,0883334W
442235N,0881617W
334020N,0961430W
405225N,0081532W
,
394810N,0981311W
265452N,0106128W
,
060270N,0150560W
611112N,1495755W
374852N,0852959W
344457N,0097168W
404429N,0751433W
033407N,1014912W
385026N,0120037W
175659S,1221352E
048541N,0114516W
441515N,0012198W
,
611312N,0152936W
341619N,1113139W
384849N,0106717W
,
047285N,1223352W
352746N,0911037W
035447N,0008531W
485931N,0972233W
044255N,0070171W
034151N,0082928W
035915N,0955916W
435648N,1114132W
391751N,1144453W
042625N,1115445W
042639N,0831020W
393127N,1074338W
375923N,0122325W
462437N,0119358W
372635N,1023652W
395117N,0834858W
423520N,0761313W
036339N,0102317W
292848N,0892030W
403236N,1061138W
402634N,0912527W
452957N,0109267W
345834N,0912725W
373932N,0122718W
261154N,0080947W
048314N,1224838W
344836N,0824210W
028132N,0822215W
383132N,0775135W
383830N,0841152W
004592N,1145958W
,
413718N,0088140W
395553N,0008411W
293022N,0952837W
055461N,0131251W
655928N,1443241W
041356N,0861054W
030315N,0095336W
301648N,0925120W
058448N,0157120W
343554N,1051155W
403128N,0743554W
059240N,0153310W
353237N,0078453W
,
029618N,0812929W
353340N,0761355W
039731N,0941955W
039222N,0121543W
393022N,1071833W
444741N,0122379W
393947N,1195254W
039163N,0841557W
352254N,0099124W
323950N,0097539W
444139N,0692252W
263848N,0801742W
046249N,0118252W
061181N,0148300W
381223N,1204249W
041393N,0951911W
039938N,0863229W
,
422022N,0088146W
041105N,0713440W
401639N,0754714W
,
453329N,0931552W
531641N,0000939W
030349N,0953312W
033540N,0944948W
345122N,0092452W
423731N,0903516W
064817N,1475912W
061327N,1494348W
621857N,1532154W
324121N,0116482W
032185N,0862343W
473335N,1152622W
175722N,0066174W
035810N,1182647W
,
393415N,0086301W
303647N,0812758W
394038N,0763634W
291953N,0982751W
413812N,0085510W
404450N,1014236W
402425N,0101373W
040376N,1115920W
391433N,0089333W
405912N,1113147W
433956N,0071253E
223226S,0017914E
405453N,0824724W
432542N,0981440W
391758N,1021615W
422622N,0893055W
275915N,0008218W
,
004097N,0097354W
473650N,1221534W
,
445434N,0012309W
645016N,1474259W
294533N,0952215W
451834N,0924124W
375512N,1143224W
,
,
304248N,0874218W
322619N,0086314W
233026S,0463853W
225330S,0043113W
,
,
452324N,1113329W
421729N,0734237W
035725N,0080350W
,
372142N,1143359W
602944N,0015111W
324547N,1151637W
,
,
335733N,0801956W
413056N,0075156W
373612N,1131120W
331042N,0086470W
029341N,0822350W
,
322722N,0965459W
355643N,0835723W
402349N,0921054W
003695N,0098562W
433515N,1104940W
433515N,1104940W
433515N,1104940W
321248N,0924347W
192018N,0099340W
048102N,1141254W
362043N,0941310W
022118S,0071312W
122453S,1305236E
039949N,1225258W
431324N,1222516W
062751N,1415123W
603447N,1511439W
613419N,1493222W
444137N,0692255W
025452N,0008098W
033221N,1165455W
372016N,0121481W
423611N,0971513W
383949N,0903841W
038563N,1225238W
633136N,1504743W
355340N,0091733W
325911N,0081160W
,
413926N,0074438W
393428N,0104518W
040341N,0110301W
301130N,1031237W
361327N,1182952W
413754N,0954736W
424049N,0088188W
352652N,0118419W
361239N,1151140W
401239N,0794943W
,
374518N,0089040W
,
423940N,1201347W
471413N,0000699E
414621N,0088399W
381553N,1191322W
031213N,0845248W
039420N,0934038W
362221N,0094625W
482810N,1222517W
,
341052N,0079150W
003930N,0007694W
425819N,0782257W
335526N,1181952W
039216N,1075921W
404746N,0734812W
394249N,1041138W
046122N,0925343W
434322N,0853015W
004504N,0925221W
373447N,0762635W
355610N,0905540W
304357N,0008699W
451914N,0122334W
034393N,1114718W
431610N,1121328W
383218N,0106255W
043213N,0762317W
375453N,1074510W
343743N,0843134W
375513N,0874559W
432534N,0071342W
,
393448N,0104510W
,
285545N,0815551W
631946N,1425713W
424445N,1184026W
445319N,0011666W
461652N,1212522W
345825N,0088923W
033850N,0974944W
265026N,0080132W
033591N,0081011W
040751N,1114116W
393248N,0745746W
002604N,0801427W
027460N,0824616W
315618N,0811812W
,
039455N,0773333W
333453N,0861429W
321028N,0912137W
155233S,0295628E
017740S,0275234E
2025230,40195700
284647S,0294025E
040565N,0115360W
283734N,0081480W
085354N,0070237W
,
331912N,1112848W
263228N,0080213W
324752N,0334651E
,
042158N,1222711W
462510N,0075227E
042482N,1105728W
363212N,0865516W
441246N,0114560W
002127N,0865133W
